Attack Type,Action Taken,Severity Level,Protocol,Malware Indicators,Device Information,Localidad,Region
2,2,0,0,0,0,74,4
2,0,2,1,1,0,228,19
1,0,2,0,0,0,227,4
0,2,0,1,1,0,274,13
0,1,2,2,1,0,130,0
1,2,1,0,0,0,52,14
1,0,0,0,0,0,94,25
2,1,0,1,1,0,167,17
2,0,1,2,0,122,221,26
1,2,1,1,1,0,237,7
2,1,2,0,1,0,13,0
0,2,0,1,1,0,235,23
0,2,1,2,0,0,37,16
2,1,1,2,1,0,58,20
1,0,1,0,1,0,62,9
0,2,1,1,0,0,12,15
2,0,1,2,0,0,31,14
0,0,1,2,0,0,11,9
0,0,0,2,1,143,252,4
2,2,1,2,0,0,92,5
1,0,2,2,0,14,261,15
1,2,0,0,0,0,229,0
1,1,1,0,0,0,164,16
2,1,0,0,0,0,22,16
0,2,1,2,0,0,34,14
2,0,1,0,1,0,264,11
0,0,1,2,1,0,257,1
0,0,0,1,0,0,27,6
1,2,2,2,1,0,177,3
0,1,0,0,0,0,202,24
2,2,1,1,1,0,197,22
2,2,0,1,1,85,307,13
2,1,1,2,1,0,168,24
2,2,2,2,0,125,47,21
2,0,1,2,1,129,252,11
2,2,2,0,1,0,299,7
2,0,2,0,0,164,58,14
2,1,1,1,0,0,172,2
2,2,2,1,0,0,230,9
1,1,2,2,1,0,294,4
2,1,2,2,1,0,66,21
0,1,1,2,1,0,223,13
1,0,2,0,1,168,144,6
2,1,2,2,0,0,167,4
0,2,2,2,0,84,204,25
1,0,1,0,1,0,113,24
2,2,1,0,0,0,313,18
2,2,0,0,0,0,166,1
2,1,0,1,1,0,289,10
2,2,1,0,0,0,185,26
1,0,0,1,0,16,0,0
2,2,0,2,0,124,116,20
2,0,2,1,0,0,3,21
2,1,0,1,1,26,301,16
1,0,1,2,0,0,300,2
1,1,1,1,1,0,149,15
2,2,0,2,1,0,133,7
0,2,1,2,0,0,242,15
0,1,0,0,1,0,119,21
2,2,0,1,0,0,180,26
2,2,0,2,1,0,55,15
1,1,0,1,0,0,238,14
0,2,0,1,0,22,250,14
2,1,1,0,1,0,94,10
1,0,1,0,0,120,21,10
2,2,1,1,1,174,46,13
1,0,0,1,0,92,113,3
2,2,0,0,0,0,253,3
1,1,2,2,1,0,118,5
2,0,0,2,1,175,269,5
0,1,0,2,1,0,131,27
2,2,0,2,0,0,35,13
1,1,0,1,1,110,177,22
0,0,0,0,1,0,8,10
2,1,1,2,0,0,79,22
0,0,0,2,0,0,315,25
0,0,1,1,0,0,275,1
2,2,1,1,0,0,121,22
0,0,0,2,0,0,194,7
0,1,1,0,1,82,66,26
1,1,0,2,1,0,89,15
0,2,2,2,0,0,12,12
2,2,2,0,1,0,241,15
0,2,1,1,1,0,218,14
1,2,0,2,0,0,156,18
0,0,1,1,1,0,275,10
2,0,2,2,1,0,214,11
1,2,2,2,0,0,186,18
2,2,1,2,1,0,59,24
0,1,0,2,1,0,76,0
0,1,2,2,1,0,208,1
1,2,0,0,1,0,36,14
1,0,0,1,1,0,226,21
0,2,0,0,0,0,275,25
2,1,0,1,1,0,272,12
1,1,1,0,1,0,144,1
1,0,2,1,1,0,89,2
2,1,2,1,1,0,157,11
2,2,0,0,0,31,78,19
1,1,2,2,1,152,277,18
1,0,1,2,0,166,222,24
1,1,0,2,0,0,276,0
2,0,2,2,0,0,299,21
2,2,2,2,0,0,111,2
2,0,0,0,0,0,45,7
2,1,2,0,1,0,37,10
2,2,2,0,0,0,209,21
2,0,1,0,1,0,3,2
2,0,2,0,0,0,218,8
2,2,0,2,0,0,217,23
0,2,1,1,1,0,82,14
1,0,1,0,1,0,144,8
1,0,0,1,0,0,195,4
1,0,1,2,1,0,206,3
0,0,0,2,1,0,99,16
0,1,0,1,0,147,61,20
1,1,2,1,0,0,307,9
0,1,1,2,0,0,24,26
0,2,0,0,0,0,62,27
2,1,0,0,0,48,298,8
1,1,2,0,0,0,130,0
1,2,2,2,0,0,213,19
0,0,2,1,1,0,24,6
2,2,0,1,0,0,286,17
0,1,2,0,1,106,198,23
1,2,2,0,1,0,146,17
0,0,0,0,1,117,226,9
0,1,2,1,0,0,208,10
1,2,1,0,0,0,200,27
0,0,0,0,0,0,152,19
2,0,0,0,0,0,310,14
0,1,2,0,1,0,121,15
0,0,2,0,1,0,162,3
0,1,0,2,0,0,122,17
0,1,1,1,1,0,190,20
2,2,2,1,1,0,303,26
0,0,2,0,0,0,296,10
2,2,2,0,0,0,177,20
2,2,2,2,0,0,217,15
2,1,0,2,0,0,259,27
0,2,1,1,0,0,315,27
2,1,0,1,0,0,294,15
1,1,0,2,0,0,158,20
0,1,0,1,0,0,185,19
0,1,2,1,0,0,197,20
0,2,2,1,1,0,304,15
2,0,1,2,1,0,4,27
2,2,0,0,0,0,280,7
1,0,0,0,0,0,266,3
0,2,1,2,1,0,10,15
2,1,0,1,0,9,126,19
1,0,0,0,0,0,257,17
2,2,1,0,0,20,10,10
1,2,0,0,0,0,77,18
2,1,1,2,0,89,282,15
0,0,1,0,0,0,138,18
2,2,0,2,1,122,231,11
2,0,2,2,0,0,132,22
1,1,1,1,1,0,302,1
0,1,0,1,1,0,227,13
0,2,0,0,0,0,126,3
2,0,1,0,0,82,174,15
1,2,1,0,0,0,26,15
1,1,0,2,0,0,77,1
0,1,2,1,0,0,39,13
0,0,0,2,1,37,112,9
1,2,2,0,0,0,293,19
0,0,1,0,1,0,112,5
1,0,1,1,1,0,111,0
1,2,0,1,1,0,69,6
1,1,0,0,0,0,58,2
1,1,2,2,0,0,1,9
0,2,2,0,0,0,48,18
0,0,0,0,0,0,258,11
2,0,0,2,0,107,249,10
1,1,2,0,1,0,280,1
0,0,1,1,1,0,109,12
1,2,1,2,1,0,112,21
2,1,1,0,0,0,291,5
0,2,0,0,1,48,283,23
2,1,1,1,0,0,111,22
0,2,1,0,1,0,299,11
0,2,2,0,1,0,154,2
0,1,2,1,1,0,213,16
1,1,2,1,0,0,219,24
2,0,1,1,1,0,272,22
1,0,1,1,0,0,93,25
1,0,2,2,1,0,143,13
0,1,2,1,1,0,184,13
1,2,2,2,0,0,314,0
2,1,0,1,0,0,164,18
0,2,0,1,0,87,200,3
2,0,0,2,0,0,182,12
0,2,0,1,1,0,175,14
2,2,1,0,0,96,201,1
2,1,2,2,0,0,110,27
0,0,1,1,0,4,244,19
2,2,0,0,1,0,225,18
1,2,1,2,0,0,66,24
0,2,2,0,1,140,258,8
1,2,2,2,1,0,161,20
2,2,1,1,0,0,238,19
0,2,2,0,0,0,76,16
0,0,0,0,1,0,140,8
1,2,1,2,1,0,170,9
1,2,2,1,1,127,83,14
1,0,1,2,1,0,107,24
1,1,1,1,0,0,90,5
1,1,1,0,0,0,47,26
1,2,0,2,0,0,222,6
1,0,1,0,0,0,213,25
1,0,2,0,0,0,75,3
0,0,0,2,0,0,212,16
0,1,0,1,1,22,203,25
2,1,2,1,0,0,216,15
0,2,2,0,1,0,65,1
0,0,2,0,0,0,97,0
1,1,1,0,1,0,192,21
2,0,2,0,1,0,87,27
0,0,2,1,0,0,304,11
1,0,0,0,0,0,124,21
2,0,1,1,1,0,63,27
2,0,0,0,0,0,287,7
2,1,1,2,0,0,166,27
1,1,0,2,1,0,89,21
0,2,1,2,0,0,143,9
1,0,1,0,0,0,25,22
2,1,0,1,1,116,122,9
2,1,2,0,0,0,115,14
1,2,2,2,0,0,305,12
0,0,2,0,0,0,294,26
0,2,2,1,0,0,252,13
0,2,1,1,0,149,45,20
1,0,2,0,0,0,175,24
0,1,1,2,0,0,6,22
2,1,0,1,0,0,196,27
1,2,0,1,1,62,171,5
0,0,1,0,0,0,14,9
2,1,2,2,1,0,275,18
1,0,1,2,1,62,279,6
2,1,1,1,1,0,77,27
2,2,1,0,1,0,66,20
2,2,1,2,0,0,115,18
2,1,2,2,1,0,129,3
1,0,1,2,1,0,120,0
0,2,2,0,1,0,17,27
0,1,1,2,0,0,268,12
2,2,2,1,0,89,229,11
0,0,2,1,0,129,91,4
1,0,1,1,1,0,211,1
1,0,2,2,0,0,64,0
1,1,2,2,0,92,256,24
2,1,1,0,1,0,127,7
1,0,2,1,1,75,57,6
1,0,0,0,0,150,101,0
1,0,2,2,1,0,215,7
2,2,2,0,0,0,164,4
1,1,1,0,0,0,238,3
0,1,1,0,0,166,220,23
0,2,1,0,1,0,52,9
0,2,2,0,0,0,209,1
0,1,0,0,0,0,247,0
1,1,2,2,1,0,93,4
0,2,2,1,1,178,157,7
1,2,2,1,0,0,207,9
2,0,1,2,0,150,214,23
1,2,0,2,0,0,23,0
0,0,1,1,0,0,102,6
2,1,0,0,0,0,108,23
1,1,1,2,1,0,273,23
0,0,1,1,0,0,29,3
0,0,1,1,0,98,266,9
2,2,0,1,0,0,174,25
1,2,2,2,1,0,237,27
2,2,0,2,0,0,163,18
2,1,1,0,1,0,38,4
0,1,0,2,0,0,278,9
1,0,1,2,1,132,160,21
1,0,0,0,1,0,279,26
1,2,0,2,0,0,239,2
1,2,0,0,1,0,18,20
1,1,1,0,1,118,17,2
1,0,2,0,1,0,199,23
0,1,0,0,0,0,9,26
1,1,0,2,1,0,70,10
2,1,0,2,0,0,93,14
0,2,2,2,1,0,14,4
0,0,1,1,1,0,157,16
1,0,1,0,0,0,158,26
0,2,0,2,1,0,253,13
2,1,0,1,0,119,136,17
0,0,2,1,1,69,24,18
2,2,1,0,1,0,79,21
0,1,0,0,0,0,12,11
1,0,2,0,0,0,107,5
0,1,2,2,1,0,65,25
1,2,0,1,0,0,89,18
0,2,2,2,0,46,164,22
0,1,1,0,1,90,45,26
2,2,2,2,1,3,83,19
1,0,1,0,0,0,146,16
1,2,0,1,1,0,303,2
1,1,2,1,0,1,100,24
1,0,0,0,0,166,270,16
1,1,0,0,1,37,21,7
2,1,0,0,1,155,205,25
1,0,1,1,1,0,150,16
0,2,1,1,0,0,189,18
0,1,0,0,0,0,285,3
2,1,1,2,0,0,191,22
2,2,1,0,0,0,77,4
2,2,2,2,1,45,191,9
2,1,2,2,0,0,239,24
0,2,0,0,0,0,257,1
0,2,2,0,0,0,236,5
2,1,1,2,0,0,44,1
1,0,0,2,0,0,163,12
2,0,2,0,0,0,190,17
0,0,1,1,0,0,68,18
0,2,1,1,1,0,134,27
2,0,0,2,0,0,42,18
1,2,0,0,1,0,254,8
1,1,1,1,0,40,180,16
1,1,0,2,1,0,79,3
0,1,2,0,1,0,3,16
0,0,0,0,0,0,197,3
2,2,0,2,0,16,117,9
2,1,0,0,0,129,24,17
1,2,0,2,1,0,312,25
1,1,2,1,1,0,242,23
0,1,0,1,1,0,116,27
1,2,1,2,0,0,230,13
1,1,2,0,1,98,27,4
1,1,2,0,0,170,47,3
1,0,1,1,0,0,256,0
1,2,0,2,0,0,78,13
2,0,0,1,0,0,298,19
0,1,2,1,1,154,248,17
1,0,1,1,1,0,165,13
0,1,2,1,0,0,106,0
2,2,0,1,0,0,156,23
1,1,2,2,0,0,117,8
1,1,2,2,0,0,178,13
0,2,2,2,1,136,150,5
1,2,0,1,1,0,97,10
1,2,0,1,1,0,106,18
0,0,1,2,1,0,51,15
2,2,0,2,1,0,80,4
1,2,2,0,0,0,38,26
0,0,2,1,1,0,22,18
0,0,1,0,1,0,248,11
0,2,2,1,0,0,181,17
1,2,1,0,1,0,277,15
1,0,1,0,1,0,198,22
1,1,1,0,1,0,88,21
1,2,2,1,0,40,243,7
0,1,1,0,1,0,64,3
0,1,1,0,1,15,250,24
2,1,2,1,1,0,307,11
2,1,1,2,1,0,90,8
0,0,1,1,0,0,265,24
2,1,2,1,0,0,281,3
2,1,0,2,0,44,269,2
2,2,0,1,0,0,210,5
2,2,0,1,0,0,240,2
0,0,1,1,1,0,91,7
1,1,0,1,1,0,8,0
1,1,1,0,1,0,16,13
1,2,0,1,0,0,236,8
1,1,0,0,1,0,245,20
0,0,0,0,1,0,218,16
1,1,0,2,0,0,69,1
0,1,2,0,1,0,215,12
2,0,0,2,1,0,191,5
0,0,0,1,0,0,59,6
2,0,1,1,0,0,185,0
0,0,2,0,1,0,15,18
2,2,2,1,0,0,139,25
1,1,2,2,0,0,92,6
0,1,0,2,0,0,233,19
0,2,0,2,1,0,181,18
2,1,2,2,0,0,102,11
0,1,0,2,1,0,172,21
0,2,2,0,0,43,24,21
1,0,2,0,1,0,158,27
0,0,1,2,1,0,32,19
2,2,0,0,0,0,222,16
2,1,2,2,1,0,173,20
2,1,2,2,0,111,156,26
0,0,1,2,1,0,204,26
2,2,1,2,1,0,57,9
1,1,1,2,1,0,133,14
1,0,2,0,1,0,218,10
2,0,1,0,1,128,54,3
1,0,0,2,0,0,173,21
1,2,2,2,1,0,63,5
1,0,0,2,0,0,315,17
0,0,1,0,1,0,141,27
1,2,1,2,1,0,43,16
2,1,2,2,0,0,87,24
1,1,2,2,1,47,274,16
0,0,2,0,0,0,269,13
0,2,1,2,0,0,141,19
0,0,2,1,0,0,85,2
1,2,0,0,0,0,43,13
1,0,2,1,0,0,24,9
1,2,0,2,1,0,245,8
0,1,0,2,0,0,156,19
2,2,0,1,0,0,77,3
0,0,1,0,0,0,156,2
1,0,2,0,1,0,11,0
1,0,1,1,1,0,65,22
1,2,0,1,1,0,164,15
0,2,0,1,0,0,181,24
1,0,0,1,1,0,61,2
0,0,2,1,1,153,45,15
1,2,0,1,1,0,158,14
2,0,1,1,1,8,276,3
2,1,1,0,0,58,127,21
0,2,0,1,0,26,35,1
0,1,1,0,1,0,34,9
1,1,2,0,1,175,145,20
0,1,0,0,0,0,174,4
2,1,0,0,1,0,14,1
2,2,2,1,1,0,131,7
1,1,0,0,1,0,108,11
0,0,2,0,0,0,136,23
2,2,2,1,0,0,83,16
1,0,2,1,1,50,22,15
0,2,1,1,0,0,73,26
1,0,1,2,0,0,236,23
1,0,0,2,0,0,66,11
0,2,1,1,1,0,194,13
0,2,2,1,0,166,279,27
1,0,0,0,0,0,30,20
0,1,2,2,1,0,216,0
1,0,2,1,1,69,95,27
2,0,1,1,1,0,89,7
0,0,1,2,0,0,4,2
1,2,1,0,0,0,313,23
0,2,1,0,0,0,95,19
1,0,0,1,0,0,141,10
1,0,0,0,0,0,48,27
2,1,1,0,0,0,42,25
0,2,2,2,0,0,154,5
2,0,0,1,0,0,130,0
2,0,2,2,0,0,222,19
2,0,2,2,1,0,40,6
2,2,0,2,0,0,162,10
0,0,2,1,0,0,199,11
0,2,0,2,1,0,69,22
0,2,1,1,1,0,196,2
1,1,0,0,0,104,104,0
1,1,1,0,1,0,119,1
1,0,0,0,1,0,95,25
2,0,1,1,0,0,186,0
2,1,1,1,0,0,124,22
0,2,2,2,1,0,91,21
0,2,2,0,1,0,44,3
2,2,2,1,1,0,129,20
1,0,0,0,0,0,110,5
1,1,2,1,0,0,219,23
1,1,1,1,0,0,189,3
0,2,2,0,1,166,151,7
2,2,1,2,1,0,138,12
0,1,2,0,0,0,102,19
2,0,0,0,1,0,232,5
2,0,0,1,1,0,91,20
2,0,0,2,1,0,198,23
0,2,1,1,1,0,264,22
1,1,1,2,1,31,224,18
2,1,2,0,1,145,32,20
0,0,2,2,1,0,244,26
0,0,0,1,1,0,33,16
2,2,1,0,0,0,210,18
2,2,0,1,0,0,96,19
2,0,2,2,0,0,0,19
0,1,2,2,1,0,36,24
0,1,2,1,0,3,86,16
1,0,1,1,0,0,144,0
0,2,0,0,0,75,206,7
1,0,1,1,1,0,192,26
0,2,0,0,1,0,160,21
1,1,2,2,0,0,26,14
1,0,0,0,0,0,5,23
0,2,1,1,0,0,198,14
1,1,0,2,0,0,45,26
2,2,0,0,0,166,108,12
2,0,2,2,1,0,79,27
1,1,0,1,1,0,238,13
0,1,0,2,1,0,14,13
1,1,1,0,0,0,309,24
1,1,2,0,1,75,169,13
1,1,2,0,0,2,66,17
2,0,0,1,1,0,13,24
2,0,0,1,0,0,188,13
1,2,0,0,1,0,222,21
1,1,1,0,0,98,65,24
2,0,0,2,0,32,95,0
1,1,2,0,1,0,12,7
0,2,1,2,0,0,105,25
1,2,2,2,0,0,246,8
1,2,0,1,1,0,151,20
0,2,2,0,0,0,111,9
1,2,2,1,0,0,261,12
0,1,0,0,0,0,293,14
2,2,2,1,0,0,273,27
0,1,0,0,1,0,194,18
1,0,1,1,0,0,27,9
2,0,1,1,0,0,252,1
1,1,1,0,0,0,163,10
2,0,2,1,0,33,115,5
0,2,1,2,0,0,251,0
0,0,0,0,0,0,22,15
1,2,0,2,0,0,109,16
0,2,2,0,1,0,279,14
1,2,0,0,1,0,159,20
2,0,2,0,0,0,163,14
1,0,0,0,0,0,113,23
2,1,0,0,0,0,252,4
0,0,0,1,1,79,235,25
1,0,1,0,0,171,302,10
2,1,2,1,0,95,167,21
2,2,0,2,0,136,230,26
0,2,2,2,1,0,274,23
2,0,2,2,0,0,155,27
1,1,2,2,1,0,12,19
1,0,1,1,1,88,65,26
1,0,0,0,0,0,296,21
1,1,2,0,0,0,123,21
1,1,2,2,0,111,137,18
1,1,2,0,1,0,43,11
1,2,0,2,1,0,297,2
1,0,1,1,1,52,12,17
1,0,2,0,1,0,38,13
2,2,0,0,0,0,69,23
2,2,0,2,1,0,84,4
0,1,2,2,1,0,223,9
0,0,2,0,1,0,41,18
0,0,1,0,1,89,258,9
2,0,1,2,0,0,188,1
0,0,1,0,1,0,315,17
2,2,1,0,0,0,132,4
1,1,2,1,0,0,220,9
1,1,0,2,0,0,284,6
1,0,0,1,1,0,25,25
0,2,0,1,0,0,284,2
0,2,1,0,0,0,296,11
1,2,2,0,0,0,141,13
2,1,2,0,0,0,72,5
2,0,1,2,0,0,66,26
1,0,0,1,1,0,35,26
0,2,0,1,1,0,86,11
1,2,2,1,1,135,248,8
0,2,0,1,1,0,50,23
0,1,0,0,1,0,236,9
0,2,0,0,1,0,100,3
1,2,1,2,0,0,69,6
0,1,2,2,0,0,228,7
1,0,0,2,1,0,4,22
2,1,2,0,1,0,83,23
1,1,0,1,1,0,205,7
2,0,0,1,0,0,297,25
1,0,0,1,1,0,210,9
2,0,0,2,0,0,45,10
2,1,0,0,1,0,255,16
1,1,1,0,1,0,302,0
1,0,2,2,0,0,236,22
2,2,2,0,0,56,104,24
1,1,2,1,0,0,239,24
1,0,2,1,1,151,174,5
1,0,1,0,1,122,89,21
1,2,1,0,1,0,142,19
1,2,0,2,0,0,3,17
2,1,0,2,1,46,96,24
2,0,1,2,1,0,36,27
0,0,2,2,1,0,241,0
0,0,2,0,1,0,315,3
2,1,2,2,0,0,71,18
2,0,1,2,0,0,210,8
0,2,2,0,1,0,295,15
2,0,0,2,1,23,25,27
0,0,2,2,1,27,162,18
1,0,1,0,1,0,263,3
2,0,1,0,0,0,171,0
1,0,2,2,1,0,203,13
0,2,0,2,0,0,11,14
2,1,2,0,1,24,173,11
2,1,1,0,0,0,175,6
2,0,2,2,1,0,1,26
2,0,0,0,0,127,307,13
0,1,0,0,0,0,312,1
1,1,1,0,1,0,282,2
0,1,1,1,0,0,309,2
0,2,0,0,1,0,49,2
0,2,2,0,1,0,160,12
1,0,0,2,0,0,275,12
1,0,1,0,0,154,202,27
0,2,1,1,1,0,191,15
1,0,2,2,0,0,106,9
0,0,0,2,0,0,47,24
2,1,0,0,0,0,176,1
0,1,2,1,0,0,266,8
1,0,0,0,1,0,222,4
0,0,1,1,0,8,95,12
0,2,0,1,0,5,270,18
1,1,0,1,0,0,286,8
1,1,0,2,1,0,302,1
1,2,2,2,0,0,251,3
1,2,2,0,0,0,74,23
1,2,0,2,0,166,39,6
2,0,1,1,0,0,90,27
1,0,2,0,0,0,243,7
2,0,0,2,1,0,251,24
1,0,1,2,0,0,229,15
0,1,2,1,1,0,45,8
1,0,1,0,1,0,110,9
2,1,2,1,1,0,42,25
0,0,1,1,1,169,231,15
0,0,1,1,0,0,107,19
1,1,1,0,0,131,230,15
1,1,2,1,1,57,73,15
0,0,1,0,0,0,84,14
0,2,1,0,0,108,187,24
2,2,2,0,1,0,146,14
1,0,2,1,0,0,31,27
1,1,2,0,0,0,292,10
0,2,2,2,0,0,43,11
2,1,2,1,0,21,240,14
1,0,2,0,1,92,277,7
0,2,1,1,0,0,92,4
2,2,2,2,0,177,85,25
1,1,0,2,1,0,114,10
0,0,1,0,1,0,252,16
1,0,0,2,0,0,8,9
0,0,2,2,1,145,306,16
0,0,0,1,1,0,66,26
1,0,2,2,0,0,151,14
2,2,1,1,0,0,47,4
0,1,2,2,1,0,15,19
1,0,1,2,0,0,86,24
2,1,0,0,0,0,247,26
2,2,2,2,0,0,94,10
2,2,1,0,0,0,112,24
2,2,1,1,1,0,292,11
2,1,1,2,1,0,136,8
1,0,1,0,0,0,98,3
1,1,2,0,0,0,160,10
2,1,2,0,0,0,197,25
2,1,0,0,0,0,14,10
1,1,2,1,1,0,267,3
2,1,1,0,1,0,175,2
1,1,2,0,1,0,113,9
0,1,0,0,1,0,221,13
0,1,2,2,1,0,188,27
0,2,1,1,1,0,298,1
2,1,0,0,0,0,265,14
1,1,2,2,0,153,88,27
1,0,0,1,1,0,272,7
2,2,0,1,1,155,50,8
0,2,2,1,0,0,74,14
0,2,2,1,0,0,25,22
2,1,0,1,1,51,193,26
1,0,2,0,1,0,218,18
2,0,0,0,1,0,14,10
1,2,2,0,0,0,125,15
1,0,0,1,0,0,70,2
1,2,1,2,1,0,69,17
2,0,0,2,1,6,106,25
1,0,2,2,1,0,233,2
1,2,0,0,0,0,6,13
1,1,1,0,1,0,217,12
2,0,1,2,1,0,41,27
0,0,2,1,0,0,8,23
1,2,2,2,0,0,48,11
2,0,0,0,0,164,252,13
0,1,0,2,0,39,224,4
0,0,1,0,0,80,111,21
0,2,2,2,0,0,252,17
0,1,0,0,1,0,82,21
0,1,0,2,0,0,117,1
2,2,1,2,0,0,101,5
1,2,0,2,0,0,75,0
2,2,0,1,0,0,241,9
0,2,2,1,0,0,249,11
2,1,0,1,1,28,261,27
1,2,2,1,1,22,58,25
2,2,2,2,0,82,307,5
2,0,0,2,0,0,130,26
1,2,0,2,1,0,97,11
0,0,0,1,1,0,253,12
1,0,0,0,0,50,306,12
2,0,2,0,1,0,122,21
2,1,0,1,0,17,7,4
2,0,2,1,0,0,284,20
1,1,2,2,1,0,300,9
2,2,2,0,1,0,305,21
2,0,0,0,0,0,239,23
1,1,1,1,1,148,293,14
1,1,2,1,0,0,41,19
1,1,2,1,1,0,2,3
1,0,1,0,0,0,80,11
2,2,1,0,1,0,267,1
1,0,1,1,0,0,35,19
1,2,2,1,1,55,52,13
0,0,2,2,1,0,313,16
1,2,0,0,1,6,46,14
2,2,0,1,0,0,110,3
0,1,1,0,0,0,11,2
1,2,1,2,0,0,200,3
1,2,1,2,1,0,275,1
1,1,0,0,0,0,294,10
0,0,0,2,0,54,41,21
1,0,1,0,0,0,307,7
0,0,1,1,1,0,188,0
0,1,0,2,1,0,9,20
1,2,1,2,0,0,151,20
1,0,1,1,0,0,90,15
2,2,0,0,1,0,204,10
2,2,2,2,1,0,156,4
2,1,2,0,1,0,97,21
2,1,0,2,0,0,8,15
0,0,2,1,0,63,23,25
2,1,1,0,1,0,52,17
0,2,2,2,1,0,100,18
1,1,0,0,0,0,154,21
0,0,0,2,0,0,20,13
1,2,2,0,1,0,4,19
2,0,2,2,0,0,247,13
2,1,1,0,1,0,3,13
1,1,2,2,0,0,43,10
0,0,0,1,1,0,164,5
1,0,0,0,1,0,282,13
0,0,0,2,0,0,50,8
1,1,2,0,0,0,191,15
0,0,0,0,1,0,46,24
1,1,0,1,1,144,75,26
0,0,2,2,1,0,0,22
0,0,0,1,1,165,91,27
2,2,1,2,1,0,231,21
0,2,0,0,1,0,281,9
1,2,0,1,1,0,186,5
0,0,2,1,0,0,232,16
1,1,0,1,1,0,181,19
0,2,2,0,0,0,253,9
2,0,2,2,1,0,117,4
1,2,0,1,0,103,42,27
0,1,1,2,1,0,299,3
2,0,1,1,1,0,222,11
2,1,1,1,0,0,265,17
0,2,2,1,0,0,114,3
2,1,0,1,1,0,199,6
0,2,2,2,1,0,274,20
2,0,2,2,1,0,6,25
0,2,1,0,1,0,285,22
0,0,1,1,1,177,35,19
1,2,0,0,0,0,106,15
0,2,2,0,0,0,170,13
2,1,1,2,1,103,68,18
0,1,0,2,1,0,307,8
2,2,1,1,1,0,88,27
2,2,0,1,0,0,89,6
0,0,2,1,1,0,83,14
1,2,2,0,1,0,11,13
1,0,1,1,0,0,282,10
2,0,0,2,1,0,176,15
2,0,2,2,1,0,277,2
0,0,0,1,1,0,70,27
2,2,1,2,0,170,1,27
2,2,0,2,0,0,141,22
2,1,2,2,1,0,270,3
1,0,0,1,1,0,256,13
2,1,2,0,0,0,253,5
1,0,2,2,0,0,28,9
2,2,0,2,0,0,165,17
0,2,2,2,1,0,170,18
2,1,1,1,1,0,305,27
2,1,2,2,0,0,298,5
1,0,2,1,0,0,246,7
2,0,1,1,0,0,72,22
0,1,1,0,0,0,315,5
0,0,0,0,0,0,76,19
2,2,0,0,1,0,85,0
2,1,2,1,1,0,151,7
1,0,0,2,0,0,227,8
1,1,1,2,1,0,18,12
1,2,0,0,1,0,204,16
0,1,0,1,1,0,296,19
0,0,1,0,1,65,269,25
1,1,0,2,1,0,228,26
2,1,0,1,0,0,280,16
1,1,0,0,1,0,246,6
0,1,1,0,0,137,152,3
1,0,0,2,0,0,259,27
1,0,0,1,1,0,256,6
2,2,2,2,1,0,173,6
0,0,2,1,0,79,294,10
2,2,0,1,0,65,298,5
0,1,1,0,1,0,212,6
2,2,2,2,1,0,205,17
2,0,2,2,1,171,291,12
0,2,1,1,1,36,239,2
1,1,2,1,1,0,214,13
2,1,0,2,1,133,87,9
2,1,0,2,1,0,315,19
2,0,0,2,1,0,176,8
1,1,1,2,0,0,25,11
2,1,0,0,1,0,300,6
1,2,2,2,0,0,58,8
0,1,2,0,1,0,238,11
0,1,2,0,0,0,183,23
2,0,2,1,0,0,23,11
1,0,2,0,1,0,310,27
1,0,1,2,1,0,71,4
2,2,2,2,0,0,62,5
2,2,0,1,1,12,173,9
2,0,0,1,1,0,302,8
0,2,2,0,1,0,208,12
1,0,1,0,1,0,315,11
1,1,2,2,1,0,68,13
1,2,2,1,0,0,179,6
1,0,0,0,0,0,230,24
1,1,1,2,1,0,111,3
0,2,1,1,1,0,278,14
2,0,1,0,0,0,141,0
0,1,0,0,1,0,81,26
0,1,0,1,0,0,99,22
0,0,0,0,1,0,97,24
0,1,0,1,0,110,2,10
1,2,1,0,1,0,23,11
2,1,1,1,1,0,186,22
0,2,2,2,0,33,65,20
2,2,2,1,1,0,17,26
1,2,2,0,0,0,233,11
2,0,2,2,1,0,304,18
0,0,0,0,1,0,7,18
2,2,2,2,0,149,185,22
0,1,1,1,0,0,14,9
0,1,2,2,0,0,69,22
0,2,0,2,1,0,17,7
1,1,0,1,1,0,89,7
0,0,2,2,1,0,15,19
0,1,0,0,1,0,272,24
2,0,2,1,1,0,34,0
2,2,0,2,0,37,7,26
0,2,2,0,1,0,161,20
1,0,1,1,0,0,87,10
2,2,1,1,0,0,249,2
2,1,1,1,1,0,66,14
0,0,0,1,1,0,5,17
0,1,2,2,1,0,134,0
0,0,2,0,1,46,304,6
0,2,1,1,1,0,98,13
1,2,2,0,1,0,136,24
1,1,2,0,1,0,94,26
2,2,1,0,1,0,226,15
0,0,1,2,1,0,38,5
1,0,0,2,0,0,24,16
2,1,0,0,0,0,98,16
0,2,2,1,1,0,295,25
0,2,1,2,1,0,284,22
2,2,2,0,1,0,288,13
2,1,2,2,0,0,209,2
1,2,0,2,0,0,128,4
1,2,2,1,0,0,35,26
1,1,0,2,1,0,277,1
1,2,1,0,0,167,83,19
2,0,0,1,1,0,22,13
0,2,2,0,1,0,210,23
2,0,0,1,0,130,234,25
0,0,1,0,0,0,189,23
1,1,1,2,0,0,11,6
